customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
1751-GRANV,Female,1,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,119.66,2546.64,Yes,2023-07-18
3434-EEJOV,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,124.46,5713.66,No,2023-07-18
1789-UOFNP,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,165.74,5842.99,Yes,2023-07-18
6031-IGYYF,Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),151.79,1535.38,Yes,2023-07-18
1830-CLZGI,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,44.75,1514.36,No,2023-07-18
3962-CSLIM,Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),167.78,2911.34,Yes,2023-07-18
4907-KFOEK,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.34,1341.41,No,2023-07-18
3147-ODGUH,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),134.03,1349.17,No,2023-07-18
9579-HBFAE,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,47.6,341.23,No,2023-07-18
9084-JWMVN,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,152.92,2283.4,Yes,2023-07-18
7503-YFVLX,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),153.52,1981.15,No,2023-07-18
6136-YRCBB,Female,0,No,No,51,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,112.89,5896.16,Yes,2023-07-18
7460-HAVIY,Female,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,97.49,4321.41,Yes,2023-07-18
3516-DBZSN,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,171.91,2279.16,Yes,2023-07-18
7099-EKIPA,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,143.02,6020.13,No,2023-07-18
9728-GLGEH,Male,0,No,Yes,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,133.35,3697.26,Yes,2023-07-18
7131-ENDNW,Female,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.28,468.37,Yes,2023-07-18
4489-LGLSK,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,191.08,4916.37,Yes,2023-07-18
5375-ZYKDC,Female,0,No,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,129.79,780.65,Yes,2023-07-18
1526-PEFMM,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),149.39,5280.95,Yes,2023-07-18
2333-XZPPT,Male,1,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,139.68,6141.91,No,2023-07-18
4681-KRDNG,Female,1,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,174.9,9487.18,Yes,2023-07-18
9071-EIAUG,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),165.63,3577.91,Yes,2023-07-18
2592-SLHGC,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),108.91,4125.54,No,2023-07-18
7340-BLOXX,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),129.89,2746.55,Yes,2023-07-18
7845-KHMSM,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),170.04,5744.62,Yes,2023-07-18
5375-QQZVF,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.21,2251.79,Yes,2023-07-18
1862-XKPBE,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,172.28,7382.26,Yes,2023-07-18
7147-LFVCU,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),153.75,3764.29,No,2023-07-18
4402-KGIDV,Male,0,Yes,No,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,102.49,3590.45,No,2023-07-18
7939-JUULJ,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,169.26,2628.98,Yes,2023-07-18
5412-OLPQV,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),128.16,4000.65,Yes,2023-07-18
4635-PRPDO,Female,0,Yes,Yes,17,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.7,2127.25,Yes,2023-07-18
1195-LBHKQ,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,147.24,4815.38,No,2023-07-18
1305-DYECH,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,120.0,5563.5,No,2023-07-18
9781-UKENJ,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.29,1394.45,Yes,2023-07-18
9602-LODUA,Male,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),89.23,4401.94,Yes,2023-07-18
8588-IDTIX,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),152.34,6344.08,No,2023-07-18
7358-BJKOS,Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,51.41,1276.4,Yes,2023-07-18
2907-UVWIN,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),141.96,434.21,Yes,2023-07-18
8887-AXIYQ,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,161.42,7436.36,Yes,2023-07-18
7634-TXAPM,Female,1,No,No,32,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,127.13,4041.58,Yes,2023-07-18
4054-JUZTN,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,132.12,2245.11,Yes,2023-07-18
8913-EBKJP,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,134.97,4444.59,Yes,2023-07-18
4353-CDTHG,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.48,3729.24,No,2023-07-18
6059-WEAYL,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),141.64,6391.45,Yes,2023-07-18
2610-CLRVK,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),156.73,2221.84,Yes,2023-07-18
4738-OOEKC,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),103.99,614.22,No,2023-07-18
3647-SAGWE,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),113.71,1876.41,No,2023-07-18
1687-QBUCM,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,50.95,2260.51,Yes,2023-07-18
6403-TMQVW,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),131.65,6949.18,Yes,2023-07-18
9409-IIXHW,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,96.56,2279.41,No,2023-07-18
8647-XSQKF,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,145.01,1266.94,Yes,2023-07-18
3876-ZXBGK,Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,130.51,3582.89,Yes,2023-07-18
8122-UCUOT,Male,0,No,No,37,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,135.45,4966.24,No,2023-07-18
5375-PWGTF,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),126.73,3728.01,No,2023-07-18
3541-XXREU,Female,0,Yes,No,48,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,135.75,6543.32,Yes,2023-07-18
9684-NZCTS,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,142.28,6455.69,Yes,2023-07-18
6006-WBGVK,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.89,535.34,Yes,2023-07-18
6495-RHGXN,Female,0,No,No,15,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),113.37,1679.69,No,2023-07-18
6618-RBJUE,Male,1,Yes,No,32,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,116.34,3751.61,No,2023-07-18
3591-IBIGL,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,99.75,791.7,Yes,2023-07-18
6236-CTDZE,Female,0,No,Yes,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,131.44,2433.86,Yes,2023-07-18
6104-BYYXY,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,130.57,644.2,Yes,2023-07-18
7851-MBIEV,Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,152.48,2097.92,No,2023-07-18
2488-JIFFL,Male,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.23,2332.33,No,2023-07-18
4301-UIYSA,Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.95,2065.22,Yes,2023-07-18
7473-BEEXK,Male,0,No,No,60,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,112.02,6604.31,Yes,2023-07-18
8567-NBWZZ,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),172.36,8221.83,Yes,2023-07-18
2005-XFZXD,Male,0,No,No,17,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),96.54,1623.68,Yes,2023-07-18
2205-RTHKN,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,141.84,6666.36,Yes,2023-07-18
1893-RBNTT,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),47.6,1955.55,No,2023-07-18
7318-LMDRW,Male,1,Yes,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,141.45,6232.27,No,2023-07-18
2259-DCAGW,Male,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),170.83,8403.98,Yes,2023-07-18
4969-JSCBD,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.5,592.25,Yes,2023-07-18
5964-WLBNH,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),43.9,2144.57,No,2023-07-18
7474-BYWTP,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,137.79,3278.19,No,2023-07-18
6214-GTUGL,Male,1,No,Yes,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,137.08,3068.3,No,2023-07-18
8951-XGCDH,Female,0,Yes,Yes,26,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),140.16,3696.65,Yes,2023-07-18
2907-APXRN,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),125.25,2921.16,Yes,2023-07-18
5196-ZTBOA,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),132.48,3449.26,Yes,2023-07-18
4202-EWMDR,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,154.61,3169.2,Yes,2023-07-18
6855-AEAMW,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,158.19,5030.61,Yes,2023-07-18
5757-FCAFV,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),96.65,5547.72,Yes,2023-07-18
2516-QIWKX,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),139.39,9169.8,No,2023-07-18
1432-DZWCP,Male,1,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.4,1962.07,Yes,2023-07-18
4977-PEOOC,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,160.46,7067.68,Yes,2023-07-18
1498-APPZB,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),163.63,4301.71,Yes,2023-07-18
4382-POSMH,Female,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.51,374.3,No,2023-07-18
9736-YAETD,Female,0,No,Yes,32,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),69.41,2246.66,Yes,2023-07-18
7634-LCLYL,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,161.23,7391.42,Yes,2023-07-18
3748-WCKCB,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,190.12,4481.8,Yes,2023-07-18
2975-NDJTJ,Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.5,381.29,Yes,2023-07-18
8643-VQDBT,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,132.33,7202.77,Yes,2023-07-18
2196-NOOLL,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),55.21,2286.93,Yes,2023-07-18
5968-TMGUR,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,159.81,6691.78,Yes,2023-07-18
4704-GPNOA,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),151.94,9531.04,Yes,2023-07-18
3579-KQBSQ,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,129.27,4265.29,No,2023-07-18
2739-WLSXN,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,153.11,6888.78,Yes,2023-07-18
8697-STAML,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,141.05,6275.5,Yes,2023-07-18
1632-CVDOH,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),188.28,2481.42,Yes,2023-07-18
7197-YBWLQ,Male,0,Yes,No,49,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),146.48,7357.8,Yes,2023-07-18
1501-UMLQM,Male,0,No,Yes,13,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.02,1374.09,Yes,2023-07-18
1618-QFTSN,Female,0,No,No,19,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),120.39,2251.64,Yes,2023-07-18
4598-JBNCI,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.41,3519.47,Yes,2023-07-18
9948-CAJSH,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,68.83,550.13,Yes,2023-07-18
5057-CQWIO,Female,0,Yes,No,28,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),137.24,3869.11,No,2023-07-18
4370-ZTTZO,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),155.77,6712.27,Yes,2023-07-18
2930-CDTXK,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,130.89,4455.38,No,2023-07-18
1151-QAABU,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.17,2437.93,No,2023-07-18
9967-ROMTW,Male,1,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,142.94,3559.55,Yes,2023-07-18
8619-SHKQX,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),68.88,2781.04,No,2023-07-18
9519-FKDDK,Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),131.46,5377.65,Yes,2023-07-18
3992-AEMFO,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.35,1514.36,Yes,2023-07-18
1707-FPXES,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,146.07,7131.48,No,2023-07-18
2238-EUIOS,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,57.89,2737.51,No,2023-07-18
7064-LWTFF,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.97,4085.61,Yes,2023-07-19
5761-OWQHL,Female,0,Yes,Yes,21,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.82,1711.64,Yes,2023-07-19
6480-PLJSI,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),52.68,3436.0,No,2023-07-19
7113-KPFHN,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,139.47,1239.37,No,2023-07-19
8926-IQZLE,Male,0,Yes,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),127.55,2087.76,No,2023-07-19
4101-WNWSZ,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,134.54,3979.4,No,2023-07-19
8535-ZGPIA,Female,0,No,No,44,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),128.45,5812.64,Yes,2023-07-19
2713-TOFJG,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),157.26,6158.89,Yes,2023-07-19
6183-WECIZ,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.44,1762.29,Yes,2023-07-19
1427-UWSSE,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),92.5,2369.28,Yes,2023-07-19
6803-ERXZG,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,181.34,9289.31,Yes,2023-07-19
6926-OQEVS,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),137.72,8965.9,Yes,2023-07-19
6563-PNHST,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),119.36,972.42,Yes,2023-07-19
9253-XCFDN,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),147.85,9401.63,No,2023-07-19
2027-KPYEB,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.49,524.02,Yes,2023-07-19
8951-UBAUL,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),170.24,8158.03,No,2023-07-19
9338-UFWHT,Female,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),119.48,1886.67,Yes,2023-07-19
9100-SBBTL,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,117.64,474.92,Yes,2023-07-19
8536-MDOHT,Male,0,No,Yes,69,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),125.38,8393.56,No,2023-07-19
7964-ZCOVC,Male,1,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,124.14,3378.79,Yes,2023-07-19
2369-ELHOP,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.48,2585.22,Yes,2023-07-19
1289-SWCAL,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),138.27,2266.27,No,2023-07-19
7281-PEAOE,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.75,2019.9,Yes,2023-07-19
3431-NPLSM,Male,1,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),178.57,5733.46,Yes,2023-07-19
7234-RWBKO,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,145.61,4866.22,No,2023-07-19
9582-NZVYU,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.9,637.4,No,2023-07-19
7195-XIRSD,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,178.76,8424.95,Yes,2023-07-19
5931-JVJOJ,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),124.81,2196.42,Yes,2023-07-19
1358-XBCVO,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.88,1139.24,No,2023-07-19
4931-XPADC,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.47,1821.41,No,2023-07-19
9521-HYGYU,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),121.16,5604.23,Yes,2023-07-19
6944-JKXHL,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),135.23,834.05,Yes,2023-07-19
3997-SFHPU,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,130.41,3647.8,No,2023-07-19
1482-DEZKI,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,137.06,1501.24,Yes,2023-07-19
4858-PUOZC,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,140.16,3909.97,No,2023-07-19
2389-KCRCV,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,163.44,4306.94,Yes,2023-07-19
2869-JPZYW,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,141.69,5914.22,Yes,2023-07-19
5145-BSMRC,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),115.43,2294.82,No,2023-07-19
